Domaine,Temps_Lecture,Scrolls,Clics,Progression,Note_Quiz
Langues,17.065702489796024,24,32,0.9391799485318145,14.3244581888788
Sciences,18.0609106646259,18,23,0.01611617316371028,9.940701161232651
Langues,14.653357003891607,31,34,0.31919263215231386,11.259979043119307
Histoire,19.55868824985065,23,64,0.006920246793481355,9.826863213817552
Sciences,39.89754503395605,47,48,0.6979739764923898,16.247415649239894
Langues,51.91432375074077,4,85,0.4170801064995432,17.79991491187733
Langues,54.69338260337287,41,74,0.7086743470398714,18.224493422151586
Langues,30.002194334252426,9,87,0.51280506196302,12.958889688357553
Sciences,37.92915142936159,43,92,0.4984738137277889,11.13194176064502
Littérature,50.45997960754067,22,74,0.8906225611145115,20.0
Langues,25.603526059758455,47,20,0.8844962388113211,15.67726695251679
Langues,39.78345022193476,7,88,0.36615301878963513,14.701856113722364
Histoire,18.704125552683283,15,58,0.8270152408132644,13.076737028940693
Littérature,33.82701702590474,21,56,0.17774636684726786,15.669230899308342
Langues,18.653613018173417,39,53,0.9421991558920668,12.79545904647339
Langues,33.12131951495728,49,89,0.9014093124264579,13.038749608174708
Littérature,29.84098458837898,19,90,0.2354457340279511,15.89665189062974
Littérature,31.663241175024666,13,71,0.7905976465185469,16.541854250752166
Sciences,22.1856113053259,20,52,0.35024560255458015,11.352289162550987
Sciences,16.802167118925304,35,36,0.9441701902712973,14.079559415882047
Langues,23.783266395994282,24,81,0.2757560234815426,10.613840287432783
Histoire,21.979001962195458,39,96,0.5485180343514943,9.600643296807881
Sciences,46.714810129222485,12,34,0.8856932491403497,19.562797049756732
Sciences,45.8487536490773,42,6,0.4419078454517119,18.17801865233453
Langues,39.224149688213615,48,61,0.18216836724057828,14.062795086042092
Histoire,14.566689908438759,12,14,0.25217695809889484,12.965156026008625
Littérature,38.31309271400165,47,12,0.877029336320458,19.92295587960487
Histoire,13.961851297029888,38,44,0.8404958943724858,12.068586257030491
Langues,10.90865096381189,49,70,0.54928460545152,8.382758512006664
Histoire,27.62980575688279,18,75,0.12294322165381455,11.605497652107234
Langues,22.02724595319497,41,83,0.7668067953996794,11.023896507982544
Langues,39.73238407165213,44,67,0.9381170379718625,16.000903553377654
Sciences,56.432124403480685,25,63,0.7441707548792422,18.983196541974344
Langues,45.992601388559606,14,17,0.4832003114635758,20.0
Histoire,48.36804309854935,16,1,0.6684720875685743,20.0
Histoire,57.54465551853114,48,14,0.6811101652152312,20.0
Sciences,41.704554044828384,20,49,0.794419497881289,16.687270396245733
Langues,38.88654707049128,39,23,0.5101646589550962,17.51290155146307
Histoire,40.09339879763542,49,34,0.017169351765789376,15.40085787093
Littérature,53.290262828373294,21,1,0.8317940100973586,20.0
Sciences,29.404951760349253,23,74,0.02607201282482763,10.593449630837059
Langues,49.7668112694002,41,26,0.4596722368765688,19.488397528419014
Littérature,42.61284674885807,38,58,0.9256280782736861,20.0
Histoire,25.22857753909817,41,59,0.3914334350237999,11.943224873654989
Littérature,10.684420549204583,17,67,0.6064216889324932,11.156022990851831
Littérature,20.495999504346,45,15,0.2288577941894716,15.078792431884382
Sciences,44.999438231343056,31,59,0.3540118131554809,13.963889426318099
Littérature,38.984515487261746,9,29,0.3297414749561899,20.0
Littérature,23.729734991014304,17,86,0.49703812326099495,13.780077289213088
Langues,31.715123570051198,43,67,0.1802082763840691,12.190517680086002
Littérature,43.05743827907065,47,23,0.6812227941920374,20.0
Langues,16.354307024494847,30,73,0.7478380215564401,10.819677971637065
Histoire,31.61397904256082,10,81,0.8114078905677213,14.507165603955864
Sciences,30.83121074909897,5,36,0.5698215936655706,15.389889896286677
Littérature,37.130051006012025,5,28,0.22939206388359978,18.28441058182467
Littérature,36.09568401092476,33,99,0.17151703331992074,13.942580413949484
Langues,28.386334253392477,8,58,0.23680853935108093,13.546641271459988
Langues,48.136681440627314,13,8,0.5536967446489341,20.0
Sciences,13.361451999560689,47,30,0.7493826026385223,10.469729692035765
Littérature,11.776923626717302,23,11,0.9252723337853239,16.600454646181376
Histoire,31.01296697991877,7,94,0.1147342562842335,11.656687663731033
Sciences,54.83471250854071,21,72,0.22620623741962997,16.086788157083543
Littérature,23.878467526483455,44,8,0.6649573445434732,18.35850161881601
Histoire,18.615466234882657,30,66,0.12981563184192457,9.622318698463207
Littérature,56.41041971646881,18,26,0.21859808300551398,20.0
Histoire,18.411162729128513,5,14,0.5595626271702869,15.150781859278773
Littérature,28.742026835676278,46,78,0.47627094171100237,12.476420417441952
Langues,46.450775516824606,42,65,0.9641994446641587,17.62238500066432
Histoire,23.046200423880087,35,42,0.3533543619954512,12.599415031980513
Langues,21.492476389684064,18,45,0.46378309478667634,13.11778196291841
Littérature,29.883361696577705,4,20,0.971346947478534,20.0
Histoire,49.36824072984126,13,68,0.37069471549323885,17.792016833877575
Langues,55.54916765812532,48,40,0.49986974368923465,19.7153731550056
Histoire,11.564626395488688,32,66,0.801551972231314,10.355632411358542
Histoire,18.255406368596013,9,82,0.08208844433403162,9.257996666359077
Histoire,57.93006445734538,47,60,0.743446877557639,19.575205032360277
Sciences,39.63956457744842,29,99,0.9703089289511212,13.758409784176834
Langues,37.570513457690986,45,6,0.6942351488937923,18.513968035559188
Histoire,50.677183964199735,14,67,0.4036905011369687,18.177508336503877
Histoire,11.98916490142224,34,76,0.3126290331614592,8.003049241926197
Langues,10.691812558648742,29,64,0.08530744361375697,7.805582998240543
Histoire,58.37470248507959,26,70,0.20169128386608726,18.795073425665702
Histoire,51.428534278634054,14,75,0.1754458615737421,17.341010661109927
Sciences,47.36908907791343,28,5,0.0728534005812338,18.452563023283886
Littérature,17.785038507243335,30,46,0.13337923173265553,14.199341941927585
Sciences,33.830196152163,8,33,0.2629322971307342,15.079868847571696
Langues,56.864676928292376,27,53,0.4357971858701135,19.925564487389906
Histoire,56.67997978119773,3,49,0.8197896550438917,20.0
Sciences,10.46235534897644,11,84,0.5943239631921059,8.753053770809851
Sciences,47.62457045030787,5,87,0.5020748512726737,16.790311807153554
Histoire,10.311888322335518,27,69,0.035335885012286905,7.315304825260182
Langues,59.215086383527826,3,22,0.7634358950962511,20.0
Littérature,30.848360099784923,29,77,0.18964717324296743,15.534356073347563
Langues,58.675937899004985,11,32,0.8047684585010751,20.0
Histoire,28.387340451531877,21,97,0.1022348685120491,10.275913045456665
Histoire,24.65936452867107,5,92,0.6413705725438525,12.072140988654615
Littérature,25.814598191730244,15,62,0.18818725517831547,13.2714246078785
Littérature,46.5339533319295,7,78,0.7097850330317552,16.6954981619609
Histoire,19.98364169650985,30,31,0.7137919434758626,13.982545421613182
Langues,53.20288458963253,24,83,0.6043503773091078,17.819635134294778
Littérature,39.52863468133712,3,76,0.6265626044455767,16.803976476440802
Histoire,58.495551297463486,31,97,0.7318051102409552,18.08927096484378
Littérature,59.35424517430743,4,55,0.10139834484516608,20.0
Langues,19.25910006510727,30,12,0.07358008617202083,12.820874151800242
Histoire,57.78910267880089,21,83,0.7746830758762382,19.270581601380453
Langues,12.326924318959183,16,93,0.27229691901720776,7.633583900058944
Sciences,11.393186206155283,27,19,0.5897566346476418,11.08308364088163
Littérature,57.193228866427596,28,86,0.373764872092504,19.789375951010374
Littérature,58.11983687249967,25,68,0.3112841900471798,20.0
Histoire,17.362383633599485,42,30,0.49245104207168355,12.256022885686132
Histoire,32.120790769449904,6,34,0.07484113497598488,15.43408383819186
Sciences,34.70462639940912,14,46,0.7727893678062456,15.764699940892129
Histoire,53.01406182591522,14,43,0.7220558187997872,20.0
Littérature,41.39586215980845,2,94,0.3541011722528786,16.91939661314697
Langues,48.72832121008077,39,76,0.3447687839386021,16.069016616540953
Histoire,34.25484227156455,14,84,0.6570143366203792,14.270656460810324
Sciences,42.42068511209141,41,57,0.7468331129385836,15.14279336843556
Langues,46.77046800129293,9,83,0.8717217015431469,17.700968274872395
Littérature,46.89406419586507,37,36,0.3913093513242182,20.0
Histoire,10.086891339233619,8,46,0.790831715385631,12.171033721339882
Sciences,14.99540368650303,24,48,0.9293061279205875,11.748986185002767
Histoire,28.1830220552208,12,3,0.3997552343547993,17.139515730753676
Littérature,13.05987235517709,5,4,0.1954608512226852,15.807065263121872
Histoire,29.14948511838585,3,59,0.40067519146520014,14.354931442453458
Littérature,29.47834242360961,25,4,0.3973601827912795,18.28656688846588
Sciences,56.01167686388698,32,85,0.24259767052626513,15.4974707027091
Sciences,38.35359274473454,49,39,0.3247498997779765,14.45821624794677
Littérature,45.317564026682916,47,17,0.9953004983547523,20.0
Sciences,54.35993410431142,46,96,0.6530840066382501,15.457199906327647
Histoire,32.10646603246587,1,14,0.570413854198315,18.282698389893092
Sciences,10.09810722986911,30,12,0.354284868303797,11.480301229449738
Langues,24.266801231270687,42,98,0.18884885432225196,8.704890450899125
Littérature,50.70793500187435,30,94,0.8648699919948885,19.611593320915595
Histoire,55.09205849000374,12,83,0.7851836264934253,19.09363541110227
Sciences,27.575479055911053,26,75,0.5460548625914923,12.448422642033254
Histoire,24.69956264895242,16,89,0.0915600064168226,10.07408823993516
Langues,56.22526055343667,24,21,0.7116366035767938,20.0
Sciences,27.553686799139,10,67,0.7223006417278711,12.55187077153878
Sciences,42.612259403832915,4,82,0.24555811980867992,14.224198549531163
Littérature,24.015461752528168,44,75,0.8977106602426793,16.37479036238675
Sciences,14.895939939537076,8,29,0.4347369667932951,11.681793400896504
Littérature,35.06181558930067,31,93,0.41724396551470966,14.23686293264006
Sciences,56.16159185590838,11,74,0.18412276975590625,17.55925957199952
Histoire,40.93203769636525,17,5,0.9102514430160046,20.0
Langues,20.441331239186717,3,80,0.38757484704081635,11.135858483028885
Langues,44.121478668380654,27,56,0.9950244315798141,18.371711107859202
Sciences,48.41805720488163,35,93,0.30268236989819775,15.341633587344159
Histoire,26.03802809574794,30,45,0.3633091684255563,13.313448084879832
Littérature,37.960470071551924,42,13,0.3508484248115946,18.555450266918832
Langues,44.09765657336612,12,67,0.33452124141097617,16.635818072088092
Langues,18.017657269024408,31,96,0.742040706010182,9.726621682794546
Sciences,58.205046988623124,5,41,0.8246686532383718,20.0
Histoire,32.562598072492094,32,64,0.17090332592279545,12.9760509768968
Sciences,58.98321952360332,37,60,0.4147571783677034,17.721535609040046
Histoire,19.478693292224754,23,99,0.8222285306797263,10.44007797873045
Sciences,34.188677315482224,39,18,0.4367419155784037,15.88227350795827
Langues,18.292682683791885,32,73,0.19518795096288755,9.27002738838087
Histoire,10.509041119196935,25,99,0.2462172704141834,6.410728428834717
Histoire,21.89375862876014,32,31,0.2762057114435502,12.871793819877233
Sciences,30.15936685340417,41,73,0.9038011224773976,13.264942601204428
Sciences,31.556536886211784,7,15,0.760781291441879,16.516373048923256
Histoire,54.32525775521023,2,26,0.44328010434510534,20.0
Littérature,41.7838631940421,6,14,0.33189651709375256,20.0
Langues,31.722082760926508,4,42,0.16083386192436733,15.195088589289513
Littérature,59.39988498049064,26,23,0.0017014176976341,20.0
Littérature,40.711216581334284,6,82,0.5326018698768227,17.669955714038284
Littérature,26.13314824924858,35,69,0.959939388977743,16.056845224319204
Sciences,44.565544060539736,33,1,0.9517604367654208,20.0
Histoire,34.784996134150255,47,23,0.6929636137348263,16.824862332078606
Littérature,54.058384703408606,12,37,0.8041324971951843,20.0
Littérature,54.82556310316606,13,98,0.9536927382438632,20.0
Langues,28.36752000605848,24,12,0.04030092482970038,15.062183791020141
Langues,38.1169525430072,6,53,0.9563818386142985,18.084337575977035
Littérature,23.288672202315272,7,5,0.8317581828708848,19.689438294357625
Langues,41.331837587127495,16,72,0.7625573688005978,16.68372833492769
Littérature,59.61734811598374,8,67,0.7747026180930852,20.0
Langues,51.62942589110919,43,77,0.7601789037843372,17.43932831049889
Histoire,28.320495015141265,8,16,0.5132248399732828,16.896522146022427
Sciences,14.769017599674624,7,25,0.8139730838882605,14.00541445658574
Histoire,58.33409936867571,30,3,0.16070141698785412,20.0
Littérature,29.479238933886013,47,98,0.8371623742616101,13.241914387345012
Littérature,24.669044663340756,12,82,0.20648666355564826,13.04384371480274
Littérature,25.816769645278377,36,36,0.7924171809693906,18.478780299303246
Littérature,34.496168331942336,2,15,0.2043318220341077,18.69545264155385
Histoire,57.83756993745003,45,75,0.23075007601107322,17.67356583413722
Sciences,59.33111606667457,19,50,0.5430180010053558,20.0
Littérature,24.806336367619778,48,54,0.2876613656671564,13.899220975213881
Histoire,27.573435387374253,39,49,0.8363755374190963,14.510578845376848
Langues,35.59032800330185,13,72,0.13636550619741972,13.84809545576336
Littérature,10.409364431486797,35,75,0.35423493789935445,8.986786434692235
Langues,18.741828162205458,1,62,0.9892819292966567,13.952189224272798
Littérature,56.80295102524032,28,32,0.1071105623063231,20.0
Littérature,11.47176185306806,8,80,0.39143177616587843,9.257096102031396
Histoire,15.04881398602719,43,89,0.2684403091813158,7.390494224157565
Sciences,31.032350851685937,36,18,0.024942194363884007,14.26976611732762
Histoire,46.5725124579506,17,60,0.12134803707596586,16.883928956210063
Histoire,23.443911519517428,8,17,0.8923491338547556,17.00230408535279
Langues,25.298279527694547,48,89,0.5420734378452163,10.354108129338039
Histoire,25.273649006219337,32,87,0.9676625719654973,12.452622915969457
Histoire,53.63009633768032,21,45,0.8606352835672869,20.0
Histoire,21.304880311370894,42,75,0.8651055671076204,11.637195322286072
Sciences,38.12009130065952,49,22,0.9714771404527711,16.616237945754012
Langues,59.996557350940805,5,56,0.023323020430404018,20.0
Littérature,46.42327474465091,3,65,0.9893527407271957,20.0
Littérature,26.817532764846298,33,71,0.7901657530734015,14.883001844139628
Langues,48.272948516620474,44,59,0.013474944621490237,15.995905255431488
Langues,57.69578536928044,30,49,0.9378128810180623,20.0
Histoire,28.676890357629215,25,52,0.8667879067514415,15.209866651611582
Langues,45.40056200346653,38,93,0.39489884915164286,14.47543887454854
Histoire,13.790213155969457,11,81,0.5626458132233061,9.909666132763991
Histoire,54.76484183770709,26,52,0.2745847015644376,19.21554897664839
Littérature,14.8128362312156,4,62,0.7340944908031577,11.700500297907595
Langues,28.646254813079732,1,8,0.6277359071973595,18.075660326744863
Littérature,37.125292143111785,10,70,0.05824330674020861,15.599388271692156
Langues,23.17888212251094,5,2,0.39815857294706625,16.373411099427248
Littérature,42.46346629935888,25,1,0.697664199879589,20.0
Histoire,37.72143636962058,5,70,0.6325104646774903,16.13640357007306
Histoire,45.859262014905305,34,12,0.11095731183274105,18.894709702948628
Littérature,27.70696825610804,33,72,0.12583072241996007,12.412266848745338
Histoire,37.30069448263367,12,67,0.07112836807299527,14.399570934021868
Sciences,50.60927000906145,30,52,0.885471113641124,18.33347414539574
Littérature,50.53481730007278,35,64,0.524587867766909,19.016902131301293
Littérature,45.711998742594076,49,82,0.8241536277209613,16.925795633861988
Langues,37.09679448074897,36,98,0.8780808025544038,13.762442486730649
Histoire,43.663055038724764,34,48,0.24123064008353268,16.56187317887011
Sciences,14.344014505602539,28,76,0.8881296903028026,10.456840272221884
Langues,33.56586003553663,33,56,0.2050674199522522,13.742861544235357
Littérature,53.00717501523245,13,52,0.8693843805666726,20.0
Sciences,40.36824108633212,13,80,0.4708568520655345,14.600207579106817
Sciences,57.0841552912545,4,34,0.5701464791191716,20.0
Histoire,23.108926064704047,36,93,0.5236308448110811,10.063254578410678
Littérature,14.815090105538772,6,53,0.2762320283630133,12.280376185768127
Langues,41.33067178019433,8,23,0.12042294890642069,18.25960983180255
Sciences,14.54629649101902,33,15,0.43164873277451465,10.67981728055451
Littérature,49.10676817122079,37,5,0.5186292753419319,20.0
Histoire,22.83712040745286,23,96,0.9238157283801876,11.640681307815846
Littérature,36.93759292218283,19,39,0.5847675603772227,18.421607028976766
Histoire,50.56885201508062,28,46,0.600031098749257,19.30809373727926
Littérature,49.401768435015,32,98,0.2684210452952863,17.706002158323603
Langues,34.79875135396043,14,72,0.028163810421516944,13.319695043075553
Littérature,58.79232066577364,7,69,0.3885961727339722,20.0
Langues,34.881657854542034,27,43,0.3179938171174811,15.381290383578007
Histoire,23.93957083455277,8,30,0.17610212560934424,14.029781386828349
Sciences,25.12156222758434,30,60,0.16830935173534378,11.830793165639607
Sciences,47.182136193863506,36,10,0.8981872606522021,20.0
Langues,31.855351944529684,30,96,0.03978063885476091,10.589797134099419
Littérature,30.939424239274512,23,53,0.8024156783380423,17.449364767944267
Littérature,11.024329763496723,45,54,0.17644249379218113,10.858229280618865
Littérature,25.263908021052465,49,7,0.15305537621333476,16.827577033293437
Sciences,53.01915399208034,35,23,0.7746239695422416,20.0
Histoire,50.17522491135735,34,17,0.6464113967270374,20.0
Histoire,47.325542999133006,37,93,0.8079931619541798,15.93997550997882
Histoire,11.156419333785996,47,16,0.20998227977658535,10.525005284794673
Sciences,11.34951457158466,48,39,0.12235555213720306,6.589977742765428
Histoire,25.573247969544127,27,10,0.9153454289179432,17.16819438751516
Langues,33.722663610906665,16,29,0.44286153263564354,16.76225195671138
Langues,55.487063399313485,22,53,0.9918375802438638,20.0
Sciences,29.23149080027697,9,14,0.5850758998334676,17.324176077231034
Littérature,24.426250143144635,41,72,0.0057738614540573385,12.296380199625368
Histoire,38.55764841523563,20,56,0.9256752536734261,17.34975694565455
Histoire,55.73471497748473,35,55,0.7238588120875631,19.855399923908656
Langues,46.931935573112504,39,44,0.9528200847538558,19.071475611727156
Sciences,52.83331409896552,28,59,0.45328729190680506,17.686199596015022
Littérature,19.109882246151646,15,88,0.9800174112212018,15.3555550239203
Histoire,16.28322226568962,38,55,0.9594952297952313,12.296610311521013
Sciences,37.20355668444465,11,83,0.9711874634179335,14.760772600141486
Sciences,44.8685412858625,36,66,0.6130135066185008,17.17061827662084
Histoire,57.74940240812659,34,96,0.6866969249198998,17.779770359921727
Littérature,28.576720422823946,39,51,0.6256851187987499,16.36432416869487
Histoire,27.32784261018483,22,91,0.4028543981419316,11.280942815369407
Sciences,35.79271489507923,15,49,0.20072242291027587,14.21521824540477
Langues,44.24689683533544,43,45,0.2120561389915624,16.43973961403588
Langues,38.30118885576516,15,30,0.549947020921454,18.034611326398416
Sciences,46.1515346666298,35,35,0.24936266875288948,16.865011305755623
Sciences,29.01574685562452,24,98,0.24551582728826726,9.167581838802924
Littérature,53.10988150926208,28,17,0.9333469929487342,20.0
Sciences,19.148779679197986,40,94,0.9031853256140447,9.045745625165926
Littérature,25.7952321414164,17,1,0.4653742297834096,19.644675046133276
Sciences,48.68388318851587,36,4,0.17820186043964137,19.29873259305271
Littérature,26.783612698969787,18,52,0.40165604826588397,14.225018114883376
Histoire,43.40773011850076,30,83,0.38220127664684544,14.9242591386498
Langues,24.389880463648034,41,12,0.6242901066256042,15.320587165512405
Littérature,19.355217121664637,6,70,0.9410426471359994,15.885227094787032
Langues,25.036628197657684,30,97,0.6254517001245407,10.801713324231256
Histoire,54.349664851894,34,36,0.33075663325324967,19.8853979262931
Littérature,33.0441564345856,46,70,0.8650887579549881,15.732845428675747
Histoire,21.270757686911423,16,41,0.9126508194267122,14.866687590226622
Littérature,26.0719294582522,38,51,0.8079204748541745,16.13070325536862
Langues,10.138547831284097,22,89,0.00040444944316953,6.147142274071469
Histoire,47.790414387851435,8,75,0.5215853570060612,17.586545440191074
Sciences,21.283872621640093,43,76,0.801581032749671,10.95878004322065
Histoire,39.89605201352512,22,64,0.3744367805454817,15.58887428292381
Littérature,11.255476908857156,20,99,0.35919036716194463,8.935675618578845
Langues,51.72492159867588,20,26,0.053846606813299114,19.831694416418483
Sciences,19.372237681817758,4,38,0.41944822190145925,12.736646351177088
Sciences,10.238418888213499,13,28,0.7864440629512227,12.750518508050392
Histoire,25.059390418271278,16,70,0.47822936063886234,12.5206373315611
Histoire,56.02435594186359,7,76,0.5097965010223913,19.319501702817902
Sciences,23.13071090223179,7,83,0.2735488913129126,9.83877320557708
Histoire,35.17394190589557,15,60,0.14742678652913954,14.42410755000056
Langues,30.361492217885218,3,16,0.4209519192241018,17.262131580415414
Sciences,24.712462916604338,22,91,0.24671142945013913,9.581747198156059
Sciences,56.36767893007854,4,11,0.43549218307522486,20.0
Histoire,49.44974540268633,28,13,0.7244290419422982,20.0
Histoire,48.09566576869286,31,81,0.03152273137970163,15.197876046461996
Littérature,36.30535622406199,32,95,0.09548958176729516,12.593811741300412
Histoire,51.24308368649186,34,46,0.46951225087780757,18.912793344907175
Sciences,32.921432910562686,40,1,0.34733278649402954,16.047044265176908
Sciences,33.259477523577786,42,75,0.170126877305254,11.322104976923605
Littérature,34.688703170673186,33,5,0.7590211536168784,20.0
Littérature,21.84551126122855,17,1,0.7473280723725754,20.0
Sciences,56.18259296934949,8,77,0.9724095896080589,20.0
Littérature,22.93753374392746,26,51,0.6847577032003734,14.611839783286607
Sciences,19.907974996973252,10,54,0.9535476282750833,12.85828102232733
Histoire,22.187589666579264,9,76,0.9779934068477092,13.44576733600077
Sciences,50.86760582829695,40,73,0.14791947153772755,14.619562887324049
Littérature,48.42728188381808,45,76,0.17751446734322596,17.32173070361435
Histoire,31.35534042280341,19,33,0.04899921260595819,14.721030049354324
Sciences,10.689095231229125,11,32,0.2656313695312974,11.323905083286098
Sciences,58.78675166254428,14,16,0.6499266342262945,20.0
Littérature,16.626548874518168,32,40,0.22362456767663486,13.431018110555495
Littérature,52.571133829611966,45,86,0.7547181436023194,18.395328932127484
Langues,49.08615433153762,33,51,0.45415321419202914,18.146961042060433
Sciences,56.90378908556825,32,14,0.3968003484385697,20.0
Histoire,48.66992695426444,7,17,0.16039023018289889,20.0
Littérature,26.56857954135143,3,92,0.8187566221933514,13.194884248888329
Histoire,21.59570217070847,41,79,0.8892305294996434,11.575800701958025
Langues,28.884541020320743,47,8,0.3141235241273129,15.333776540647323
Littérature,20.15435852583373,28,20,0.6392325408634024,17.268291668239982
Histoire,45.97873738724754,22,39,0.03156550385371615,17.586256005366423
Sciences,51.325931624705525,45,63,0.44025253905095074,16.203545672880015
Histoire,42.3219446198624,28,52,0.5309601955563193,17.009918927136972
Sciences,19.304636565455105,33,6,0.4818609203004476,13.310558709411584
Histoire,11.869235551432286,41,90,0.2930584044959904,6.785775938875167
Sciences,39.020063342848225,11,87,0.564619499904042,14.591945780096248
Sciences,33.13365525398068,6,69,0.7955749386225656,15.472957720317767
Histoire,19.98519640995162,11,31,0.8439880132999833,15.176922341740477
Littérature,28.404195111014555,27,32,0.9047190047151888,16.89609048543398
Sciences,37.073312780447665,22,89,0.11745628666790087,11.145662353494613
Langues,41.64585561382898,37,7,0.9615478028082656,20.0
Histoire,33.832188877140915,48,5,0.7159416875340509,17.730548341546715
Langues,58.569641086770396,21,66,0.3487275104601477,19.580331457929226
Sciences,12.311320023542802,38,74,0.11090978430431908,5.859290685555473
Sciences,42.91039565134492,19,81,0.9888516378654861,15.527964138910152
Histoire,55.47789508939128,19,69,0.39345228383774433,18.891054505361218
Langues,21.82821055566125,29,69,0.8478609329391066,12.567783295873577
Sciences,20.685359403456886,3,1,0.8975991191142058,15.89997680195991
Langues,48.11164037412911,48,23,0.36993539637442185,18.81251771439358
Littérature,34.3186897052618,36,13,0.4712435616731925,19.004298783440237
Histoire,59.6088753348941,17,19,0.1986570446309981,20.0
Sciences,39.45618102458561,15,15,0.2789260173460074,16.342317035609458
Histoire,56.17209667439964,15,46,0.5831066781106827,20.0
Langues,10.610525983171096,9,86,0.6713132829450471,9.403609626802234
Histoire,17.726981023785257,6,39,0.23238759270175302,12.348528261490667
Langues,44.22095223757948,5,10,0.61344523586851,20.0
Langues,30.8233184948723,44,42,0.42658032776143817,14.180141582974699
Littérature,51.798228471449015,38,49,0.3440892205555276,20.0
Histoire,31.444904627825906,6,68,0.3297851350679132,13.990616216101524
Langues,45.64983481774928,47,14,0.22437155097011263,18.48769685336902
Histoire,38.30800085167291,5,79,0.8272904349461393,16.251300515624983
Histoire,15.995178366431142,42,56,0.42403137054548456,10.162251854187963
Histoire,45.89756033535162,15,8,0.2838096703750068,20.0
Histoire,45.3185900673849,17,58,0.21040486601900954,16.938115417422562
Sciences,15.785907560660736,25,26,0.49058051409520864,12.897524397765988
Langues,38.09557289038645,27,58,0.30428764783503204,15.159717190172175
Histoire,26.78250087743592,10,16,0.09657290693530463,15.189326366985224
Sciences,32.942489102288775,49,1,0.9903399650051876,17.6092141484842
Sciences,31.1379346515388,21,37,0.7801460825144207,15.796625468804868
Littérature,15.23872021245943,27,68,0.7591056183489141,14.360297769103653
Littérature,17.901149314563988,1,36,0.5335469452680931,14.467956355575192
Histoire,14.34043080718251,14,75,0.334895980781177,9.46559935680076
Littérature,19.622350680168097,4,6,0.24478568455709826,17.237182253854527
Sciences,52.622219324887276,3,77,0.5358580945771052,18.138367356057906
Langues,11.226132463146644,11,31,0.142563172399351,10.836335829074239
Histoire,31.5808625143428,46,68,0.07593753225171951,11.67267895682953
Littérature,50.04681943515453,17,51,0.5613998869887882,20.0
Langues,15.012910226369504,3,58,0.20969390096740304,10.636850799681135
Sciences,21.385679507948232,7,80,0.9927809984483527,12.546056343807452
Littérature,46.37198537791434,49,79,0.8024799828242333,17.517202711422883
Histoire,42.37762162966763,32,50,0.03559160903885106,15.700201891709868
Littérature,38.151191835758304,29,44,0.71211631513649,20.0
Histoire,18.58204083140904,21,56,0.5588647635969883,12.025106986503564
Histoire,49.72655059829328,7,65,0.39201242988318585,18.341130661476303
Littérature,17.0707055940648,18,20,0.045860133512445445,15.466717113318186
Histoire,16.73989473615321,21,28,0.7822798315410622,14.078585363459563
Histoire,49.75175221516772,28,89,0.2705551783022351,15.782276423700628
Histoire,28.461166394203765,19,59,0.3607446545654355,13.441676988929073
Langues,25.630855796167342,6,41,0.8861600319792041,16.06807181395633
Histoire,23.93360256551182,20,14,0.19066380549941409,14.555053429135379
Littérature,26.248605318380072,2,21,0.20300616332720078,15.40129283553822
Histoire,27.02937998538026,16,24,0.7849708152456203,16.659496109480955
Histoire,44.81838468032698,17,18,0.6515582276772323,20.0
Histoire,22.013110057563626,14,34,0.19833462770976507,13.184198791337206
Langues,26.266322673695242,9,19,0.44453674281633204,16.017744077556646
Histoire,48.81057542350331,43,37,0.7167359061211741,19.14993482315345
Sciences,55.657528665685604,38,59,0.34231151080912847,17.724983333763472
Littérature,40.64179851142161,5,95,0.1973129153195844,15.376632326631151
Littérature,15.255911473140351,31,3,0.38840406226991475,15.970244263458115
Langues,37.079233035431145,39,36,0.5302236912247695,16.39737287957202
Sciences,41.388943711220314,7,37,0.8370648389295406,19.080788206981516
Littérature,25.702634850347373,44,56,0.4534948516149797,14.27311853053468
Sciences,51.40001864634486,26,20,0.2904264321192489,18.748125481765655
Littérature,49.103940537858904,33,9,0.33116016522601677,20.0
Langues,38.7653353360145,32,24,0.7906447698815414,18.466170336725416
Littérature,17.250779471355596,43,44,0.16383442947562954,12.158124113634694
Langues,44.86907328420458,2,3,0.8558712801984989,20.0
Langues,54.767433192076105,28,8,0.9093064371571855,20.0
Histoire,22.505055488661817,1,21,0.1754265208725868,14.521286244630756
Sciences,57.93429478420041,1,8,0.6108562513748256,20.0
Langues,48.565119851514176,16,57,0.8700285746708973,19.343540863932425
Sciences,25.01607873895562,1,49,0.6161247452753981,13.675544462120643
Littérature,40.841056205579086,35,11,0.3741458331204014,20.0
Sciences,25.392396604034722,40,55,0.6104409941202642,10.250831017408197
Histoire,14.973393804694703,27,81,0.2663244011963857,8.486163487917207
Littérature,51.20743348103427,34,65,0.3432652532536945,20.0
Littérature,43.290351725451615,2,68,0.17246657046956304,18.38569985307173
Histoire,40.70003256403609,32,40,0.885306740920569,18.156834122469768
Sciences,17.10864403566167,27,80,0.5449573915341841,9.487186854796057
Sciences,28.868855658489853,36,32,0.8311361591398252,15.326026815497682
Littérature,53.831804000245555,43,65,0.7019043289799873,19.89662328596445
Littérature,18.165223038845316,28,63,0.16764282648770257,14.432682364099762
Histoire,12.395144349855926,21,44,0.6832864000081788,11.863031496319271
